,Unnamed: 0,Unnamed: 0.1,Source,Year,Species,Latitude,Longitude,public_positional_accuracy,State,gps,Harmonia axyridis_18,Coccinella septempunctata_18,Hippodamia convergens_18,Coelophora maculata_18,Cycloneda sanguinea_18,Propylea quatuordecimpunctata_18,Cycloneda munda_18,Psyllobora vigintimaculata_18,Chilocorus stigma_18,Olla v-nigrum_18,Hippodamia variegata_18,Adalia bipunctata_18,Coccinella californica_18,Cycloneda polita_18,Cryptolaemus montrouzieri_18,Coccinella trifasciata_18,Epilachna borealis_18,Anatis mali_18,Chilocorus cacti_18,Brachiacantha ursina_18,Hippodamia parenthesis_18,Anatis labiculata_18,Mulsantina picta_18,Coccinella transversoguttata_18,Psyllobora renifer_18,Naemia seriata_18,Hippodamia tredecimpunctata_18,Epilachna varivestis_18,Coccinella novemnotata_18,Hippodamia glacialis_18,Anatis lecontei_18,Axion plagiatum_18,Calvia quatuordecimguttata_18,Coleomegilla maculata_18,Stethorus punctillum_18,Psyllobora borealis_18,Anatis rathvoni_18,Curinus coeruleus_18,Myzia pullata_18,Halmus chalybeus_18,Neoharmonia venusta_18,Exochomus childreni_18,Hippodamia caseyi_18,Coelophora inaequalis_18,Coccinella monticola_18,Mulsantina hudsonica_18,Anisosticta bitriangularis_18,Diomus terminatus_18,Hyperaspis binotata_18,Exochomus quadripustulatus_18,Hippodamia sinuata_18,Brumoides septentrionis_18,Hippodamia quinquesignata_18,Hyperaspis bigeminata_18,Paranaemia vittigera_18,Chilocorus bipustulatus_18,Rhyzobius lophanthae_18,Novius cardinalis_18,Brachiacantha decempustulata_18,Scymnus loewii_18,Scymnus nebulosus_18,Didion punctatum_18,Stethorus punctum_18,Myzia interrupta_18,Hyperaspis trifurcata_18,Axion tripustulatum_18,Epilachna tredecimnotata_18,Subcoccinella vigintiquatuorpunctata_18,Hyperaspis undulata_18,Hippodamia apicalis_18,Exochomus aethiops_18,Hyperaspis lateralis_18,Coccinella hieroglyphica_18,Hyperaspis quadrioculata_18,Exochomus marginipennis_18,Microweisea misella_18,Hippodamia oregonensis_18,Myzia subvittata_18,Brachiacantha dentipes_18,Psyllobora parvinotata_18,Nephus flavifrons_18,Brachiacantha quadripunctata_18,Hyperaspis proba_18,Egius platycephalus_18,Hyperaspis connectens_18,Nephus intrusus_18,Scymnus louisianae_18,Coccinella undecimpunctata_18,Exochomus fasciatus_18,Delphastus pusillus_18
814,85210,85210,I-naturalist,2019,Adalia bipunctata,43.5607628207,-116.66326673,61.0,Idaho,"(43.5607628207, -116.66326673)",1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,85903,85903,I-naturalist,2019,Adalia bipunctata,47.698748,-122.3711351389,0.0,Washington,"(47.698748, -122.3711351389)",62,12,0,0,0,0,0,3,0,0,0,6,1,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,85904,85904,I-naturalist,2019,Adalia bipunctata,47.6987670556,-122.3710765556,0.0,Washington,"(47.6987670556, -122.3710765556)",62,12,0,0,0,0,0,3,0,0,0,6,1,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,85966,85966,I-naturalist,2019,Adalia bipunctata,48.6960522567,-122.9058169096,221.0,Washington,"(48.6960522567, -122.9058169096)",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,86032,86032,I-naturalist,2019,Adalia bipunctata,46.3259592628,-119.3245727196,9.0,Washington,"(46.3259592628, -119.3245727196)",0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,86065,86065,I-naturalist,2019,Adalia bipunctata,47.6987342834,-122.3711166382,0.0,Washington,"(47.6987342834, -122.3711166382)",62,12,0,0,0,0,0,3,0,0,0,6,1,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,86077,86077,I-naturalist,2019,Adalia bipunctata,46.3059317943,-119.2642615736,33.0,Washington,"(46.3059317943, -119.2642615736)",0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,86090,86090,I-naturalist,2019,Adalia bipunctata,47.6078910828,-122.3437652588,0.0,Washington,"(47.6078910828, -122.3437652588)",67,12,0,0,0,0,0,4,0,0,0,6,1,15,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,86234,86234,I-naturalist,2019,Adalia bipunctata,47.5482721741,-122.3758881899,65.0,Washington,"(47.5482721741, -122.3758881899)",48,14,0,0,0,0,0,1,0,0,0,6,1,10,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,86249,86249,I-naturalist,2019,Adalia bipunctata,47.6169916667,-122.3523333333,65.0,Washington,"(47.6169916667, -122.3523333333)",67,11,0,0,0,0,0,3,0,0,0,6,1,15,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,86557,86557,I-naturalist,2019,Adalia bipunctata,39.7113685608,-105.0824432373,0.0,Colorado,"(39.7113685608, -105.0824432373)",4,33,25,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,87157,87157,I-naturalist,2019,Adalia bipunctata,39.65298,-105.1882383333,65.0,Colorado,"(39.65298, -105.1882383333)",3,16,14,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,88396,88396,I-naturalist,2019,Adalia bipunctata,47.4506835938,-122.0737380981,0.0,Washington,"(47.4506835938, -122.0737380981)",10,10,0,0,0,0,0,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,88451,88451,I-naturalist,2019,Adalia bipunctata,47.6657516667,-117.40642,0.0,Washington,"(47.6657516667, -117.40642)",6,2,5,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,88458,88458,I-naturalist,2019,Adalia bipunctata,47.5122033333,-120.488,10.0,Washington,"(47.5122033333, -120.488)",1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,89281,89281,I-naturalist,2019,Adalia bipunctata,37.805455,-122.4262166667,10.0,California,"(37.805455, -122.4262166667)",110,132,92,0,8,0,0,9,0,2,0,9,36,17,2,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,1,0,0,1,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,89561,89561,I-naturalist,2019,Adalia bipunctata,37.80753,-122.293305,16.0,California,"(37.80753, -122.293305)",112,97,132,0,9,0,0,9,0,3,0,9,33,18,3,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,1,0,0,1,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,89865,89865,I-naturalist,2019,Adalia bipunctata,37.7662166667,-122.47432,10.0,California,"(37.7662166667, -122.47432)",63,107,57,0,3,0,0,5,0,1,0,7,23,8,1,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,89871,89871,I-naturalist,2019,Adalia bipunctata,37.6652202109,-122.3924014905,106.0,California,"(37.6652202109, -122.3924014905)",69,97,36,0,3,0,0,7,0,1,0,7,27,11,1,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,4,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,89890,89890,I-naturalist,2019,Adalia bipunctata,37.338955,-121.9212883333,24.0,California,"(37.338955, -121.9212883333)",78,80,71,0,15,0,0,8,0,2,0,1,40,16,1,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,89948,89948,I-naturalist,2019,Adalia bipunctata,37.7729759216,-122.2333679199,0.0,California,"(37.7729759216, -122.2333679199)",82,59,112,0,10,0,0,7,0,2,0,5,32,14,2,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,90704,90704,I-naturalist,2019,Adalia bipunctata,37.58077,-122.31355,10.0,California,"(37.58077, -122.31355)",36,58,26,0,2,0,0,13,0,1,0,2,21,8,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,91483,91483,I-naturalist,2019,Adalia bipunctata,39.9759533333,-105.1287166667,5.0,Colorado,"(39.9759533333, -105.1287166667)",33,35,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,1,1,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,91655,91655,I-naturalist,2019,Adalia bipunctata,47.4255055556,-120.28515,5.0,Washington,"(47.4255055556, -120.28515)",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,92601,92601,I-naturalist,2020,Adalia bipunctata,37.3859576086,-122.0907001672,14.0,California,"(37.3859576086, -122.0907001672)",93,112,68,0,58,0,0,17,0,3,0,3,49,16,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,92643,92643,I-naturalist,2020,Adalia bipunctata,37.5508330145,-122.308801904,15.0,California,"(37.5508330145, -122.308801904)",33,57,33,0,8,0,0,11,0,0,0,3,17,6,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,94152,94152,I-naturalist,2020,Adalia bipunctata,37.54660833,-122.30412167,6.0,California,"(37.54660833, -122.30412167)",33,56,32,0,8,0,0,13,0,0,0,3,14,6,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,94843,94843,I-naturalist,2020,Adalia bipunctata,50.9852826246,-114.0568642016,4.0,,"(50.9852826246, -114.0568642016)",0,171,2,0,0,0,0,0,0,0,0,35,0,0,0,1,0,4,0,0,7,0,2,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,94856,94856,I-naturalist,2020,Adalia bipunctata,51.0374320581,-114.0713193611,101.0,,"(51.0374320581, -114.0713193611)",0,193,2,0,0,0,0,0,0,0,0,39,0,0,0,1,0,4,0,0,9,0,2,1,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,94901,94901,I-naturalist,2020,Adalia bipunctata,48.4139283333,-123.3388883333,12.0,,"(48.4139283333, -123.3388883333)",82,61,2,0,0,0,0,13,0,0,0,14,1,18,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,94914,94914,I-naturalist,2020,Adalia bipunctata,48.4452752839,-89.2792164093,31.0,,"(48.4452752839, -89.2792164093)",0,8,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,95029,95029,I-naturalist,2020,Adalia bipunctata,48.42568333,-123.34609167,10.0,,"(48.42568333, -123.34609167)",85,63,2,0,0,0,0,13,0,0,0,14,1,20,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,95061,95061,I-naturalist,2020,Adalia bipunctata,48.4580871401,-123.3690542344,122.0,,"(48.4580871401, -123.3690542344)",88,63,2,0,0,0,0,17,0,0,0,14,1,21,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,95083,95083,I-naturalist,2020,Adalia bipunctata,48.9704378075,-123.7958920065,23.0,,"(48.9704378075, -123.7958920065)",9,9,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,95170,95170,I-naturalist,2020,Adalia bipunctata,48.427775,-71.21645333,16.0,,"(48.427775, -71.21645333)",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,95228,95228,I-naturalist,2020,Adalia bipunctata,53.4699886128,-113.4091410948,32.0,,"(53.4699886128, -113.4091410948)",0,35,0,0,0,0,0,3,1,0,1,29,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,95282,95282,I-naturalist,2020,Adalia bipunctata,51.0643186389,-114.061977094,976.0,,"(51.0643186389, -114.061977094)",0,188,2,0,0,0,0,0,0,0,0,37,0,0,0,1,0,4,0,0,9,0,2,1,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,95297,95297,I-naturalist,2020,Adalia bipunctata,37.7708866667,-122.3928533333,48.0,California,"(37.7708866667, -122.3928533333)",132,153,52,0,25,0,0,34,0,1,0,3,41,40,4,17,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,95322,95322,I-naturalist,2020,Adalia bipunctata,49.043696,-66.843818,0.0,,"(49.043696, -66.843818)",0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,95365,95365,I-naturalist,2020,Adalia bipunctata,50.0035388889,-110.6849833333,5.0,,"(50.0035388889, -110.6849833333)",1,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,95373,95373,I-naturalist,2020,Adalia bipunctata,53.4940691708,-113.5274100266,397.0,,"(53.4940691708, -113.5274100266)",0,34,0,0,0,0,0,3,1,0,1,29,0,0,0,1,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,95448,95448,I-naturalist,2020,Adalia bipunctata,51.0851091975,-114.0613712225,15.0,,"(51.0851091975, -114.0613712225)",0,181,2,0,0,0,0,0,0,0,0,36,0,0,0,1,0,4,0,0,5,0,2,1,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,95452,95452,I-naturalist,2020,Adalia bipunctata,53.2441274,-113.5280706,146.0,,"(53.2441274, -113.5280706)",0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,95462,95462,I-naturalist,2020,Adalia bipunctata,48.42767,-123.343025,0.0,,"(48.42767, -123.343025)",85,63,2,0,0,0,0,13,0,0,0,14,1,20,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,95848,95848,I-naturalist,2020,Adalia bipunctata,44.3674606944,-100.3176035833,0.0,South Dakota,"(44.3674606944, -100.3176035833)",1,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,95899,95899,I-naturalist,2020,Adalia bipunctata,44.3714435833,-100.3630455833,0.0,South Dakota,"(44.3714435833, -100.3630455833)",1,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,96228,96228,I-naturalist,2020,Adalia bipunctata,48.447204893,-89.2245825225,2.0,,"(48.447204893, -89.2245825225)",0,8,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,96256,96256,I-naturalist,2020,Adalia bipunctata,52.2464288687,-113.8204822865,65.0,,"(52.2464288687, -113.8204822865)",0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,96264,96264,I-naturalist,2020,Adalia bipunctata,51.0752183333,-114.0867716667,0.0,,"(51.0752183333, -114.0867716667)",0,181,2,0,0,0,0,0,0,0,0,36,0,0,0,1,0,4,0,0,5,0,2,1,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,96282,96282,I-naturalist,2020,Adalia bipunctata,51.059316624,-114.0799199739,24.0,,"(51.059316624, -114.0799199739)",0,188,2,0,0,0,0,0,0,0,0,37,0,0,0,1,0,4,0,0,9,0,2,1,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,96496,96496,I-naturalist,2020,Adalia bipunctata,51.1359011256,-114.151124954,258.0,,"(51.1359011256, -114.151124954)",0,153,1,0,0,0,0,0,0,0,0,34,0,0,0,1,0,3,0,0,2,0,1,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,96634,96634,I-naturalist,2020,Adalia bipunctata,51.0613925918,-114.1481018914,100.0,,"(51.0613925918, -114.1481018914)",0,180,1,0,0,0,0,0,0,0,0,36,0,0,0,1,0,4,0,0,4,0,2,1,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
